country,wave,year,n_respondents,index_all,index_imf,index_idawb,index_unsc
IDN,5.0,2006.0,2009,0.0902966223723145,0.132697493805912,-0.0753463293240225,0.2547605865958832
IDN,7.0,2018.0,3200,0.013800202528154,-0.1034316027691746,-0.1245952677162273,0.2809197133673936
IND,2.0,1990.0,2495,0.178807648057895,-0.0149471525811647,0.0610345704063009,0.4604993402893045
IND,3.0,1995.0,2030,0.0817643399429209,0.1358680380326997,-0.1909827330047855,0.3237495164624254
IND,4.0,2001.0,1965,-0.0571746215749979,-0.1243615654028951,-0.247928807069162,0.2206896697778559
IND,5.0,2006.0,1945,-0.0309384183444731,-0.0781046125374145,-0.173758314998724,0.1991080823014273
IND,6.0,2012.0,4071,-0.0492551278002269,0.0029757919607973,-0.2458772815918016,0.2352328608091018
IND,7.0,2023.0,1692,0.0244696182516463,-0.2486295959441166,0.0158289556908422,0.2739738145852854
IRN,4.0,2000.0,2529,-0.1526718515173311,-0.0482006162133702,-0.2006754650449682,-0.1999163370526028
IRN,5.0,2007.0,2667,-0.0808761127461311,0.0939068263354355,-0.2647293546738111,0.0584435910779755
IRN,7.0,2020.0,1499,0.0174457448988285,-0.0209686570713742,-0.0636969944346196,0.1473394376109964
IRQ,4.0,2004.0,2325,-0.2539400356118,-0.4721733451992533,-0.1595896275017962,-0.3984119071831138
IRQ,5.0,2006.0,2698,-0.2822012635027768,-0.2952555454475268,-0.2423791541874854,-0.3920987529125385
IRQ,6.0,2013.0,1200,-0.0708865458356497,-0.1183938377960576,-0.1280628807740492,0.0662421415433987
IRQ,7.0,2018.0,1200,-0.1128555361624649,-0.1927026507899769,-0.1715477243524467,0.1750398006804757
ISR,4.0,2001.0,1199,-0.0677143916717747,-0.2815783370717288,-0.2456413258906813,0.3267297773570369
ITA,5.0,2005.0,1012,-0.0234726320604865,-0.0178713539878464,0.1688091732232348,-0.2821807073854918
JOR,4.0,2001.0,1219,0.071555237564345,-0.0076759093406582,-0.0548496444139034,0.330331847507662
JOR,5.0,2007.0,1198,0.1868145015268139,0.2218154481879326,0.012471702341575,0.4131312522674501
JOR,6.0,2014.0,1200,0.1718099601842937,0.059897139664564,0.0781181824968331,0.3227500029867435
JOR,7.0,2018.0,1203,0.1412686617264815,0.1923142126233181,-0.0389976658851969,0.3608918995321495
JPN,1.0,1981.0,1192,-0.2708594590512919,0.332477915312494,,-0.4566956343455924
JPN,2.0,1990.0,1008,-0.3629043919237043,-0.1738924053203537,-0.2765244139251508,-0.5594630418694576
JPN,3.0,1995.0,1052,-0.1635831672020392,-0.2221534493450423,0.0654720806683626,-0.3589346391020387
JPN,4.0,2000.0,1360,-0.1187342664664148,-0.1804058656462907,0.0845497293368792,-0.3103177566665763
JPN,5.0,2005.0,1096,-0.0616986768530505,-0.1297172638361011,0.0679065906825991,-0.1242048467773537
JPN,6.0,2010.0,2435,-0.0140588521235375,-0.0573596573559319,0.0988686905975735,-0.0743104074113361
JPN,7.0,2019.0,1351,0.0034798250071005,0.0036944432442813,0.1270732449926798,-0.090135981404334
KAZ,6.0,2011.0,1500,0.0228808160617569,-0.0193429644932136,-0.1020702199877009,0.1829319638813798
KAZ,7.0,2018.0,1276,0.0759885730629905,0.0063682573250681,-0.0137089960769272,0.2540882789135943
KEN,7.0,2021.0,1264,0.0422682378516183,0.1602880803468084,-0.0243498058008991,0.073248941216618
KGZ,4.0,2003.0,1043,-0.0933572708785757,-0.0004975530428233,-0.2597781044612414,0.0685847790665474
KGZ,6.0,2011.0,1500,-0.0115950729923396,-0.0402582198189665,-0.1440790915015365,0.21890150497646
KGZ,7.0,2020.0,1200,0.0373316681749774,-0.0952582863728438,-0.0695382128381674,0.26216836983643
KOR,1.0,1982.0,965,0.3470277321638356,0.1199627902443629,,0.4180261404554852
KOR,2.0,1990.0,1251,0.1011441322986029,0.1030468436088452,0.0359457636251426,0.1511009687284697
KOR,3.0,1996.0,1249,0.039268323026699,-0.0572465211749159,0.0215270517934115,0.1773221000218768
KOR,4.0,2001.0,1200,-0.0219472837753515,0.0408491091432833,-0.0599872662815552,0.0067729805591732
KOR,5.0,2005.0,1200,0.0231433974992106,0.1496496879521482,-0.0405429206949849,-0.0011698385536719
KOR,6.0,2010.0,1200,0.0137203643132858,0.0093365324840284,-0.0105396207643018,0.0685184534170464
KOR,7.0,2018.0,1245,0.037049516413865,0.0509825200064194,-0.0115417079459691,0.0909470517041417
KWT,6.0,2014.0,1299,0.1518407832670956,0.0148259228917534,0.152753435082904,0.1626890598363088
LBN,6.0,2013.0,1200,-0.1684329056016445,-0.2105445948269565,-0.1251202394081323,-0.127207839290374
LBN,7.0,2018.0,1200,-0.0495022250867411,-0.0020664906796353,-0.1303459753263884,0.0592046446040072
LBY,6.0,2014.0,2129,-0.0649093163695857,-0.17647622556108,-0.1187966427208548,0.1257077292611905
LBY,7.0,2022.0,1196,-0.1133658527602247,-0.1114470560427184,-0.2186946580055478,-0.0288033240882844
LTU,3.0,1997.0,1009,-0.0502321671499206,0.1518859117941378,-0.0908918671722526,-0.1981173778266612
LVA,3.0,1996.0,1200,-0.0259555950524518,0.1017534819178959,-0.0422855325674766,-0.1446524857331882
MAC,7.0,2019.0,1023,-0.0594448557034975,-0.0472788145067111,0.0095723498593897,-0.1563568827687909
MAR,4.0,2001.0,1250,0.0706315020347567,-0.0393477262173513,0.1379275547359452,0.0883591227863629
MAR,5.0,2007.0,1200,-0.0151554162490849,0.0669874706419705,-0.0825700810191896,0.004218810094758
MAR,6.0,2011.0,1200,-0.012625961510846,-0.0614878264989113,-0.0407185566406211,0.0297510091399008
MAR,7.0,2021.0,1200,0.0162376686577141,0.0473087284941221,-0.0251532680556294,0.0537871714748596
MDA,3.0,1996.0,984,-0.0446400589647478,-0.0182127063872565,-0.2071579618670908,0.0752281731698377
